command,mean,stddev,median,user,system,min,max
int_search\target\debug\int_search.exe,1.0728203980000002,0.020087366159079845,1.069706548,0.8343750000000003,0.39656250000000004,1.044145748,1.137861448
python int_search\int_search.py,0.321259788,0.03980307598832032,0.327048098,0.011093749999999996,0.011765624999999998,0.23484674800000002,0.3962945480000001
