command,mean,stddev,median,user,system,min,max
int_search\target\debug\int_search.exe,1.115664692,0.030966881667041094,1.1074231920000002,0.8754687499999998,0.433125,1.078315042,1.194730142
python int_search\int_search.py,0.344408117,0.017688675242648007,0.340493692,0.015000000000000005,0.0164375,0.32150414200000005,0.39122934200000004
