command,mean,stddev,median,user,system,min,max
int_search\target\debug\int_search.exe,1.100764975,0.027180676154179746,1.09233672,0.87203125,0.433125,1.0756246200000001,1.1860207200000001
python int_search\int_search.py,0.34135013999999997,0.030214938170914904,0.33649547,0.013609375000000002,0.011843750000000002,0.31329122000000004,0.45306642
