command,mean,stddev,median,user,system,min,max
jump_search\target\debug\jump_search.exe,1.0203753750000002,0.013375201518335338,1.0199491600000001,0.8560937500000003,0.43156249999999996,0.99926346,1.0560111600000002
python jump_search\jump_search.py,0.3227481150000001,0.008296481060030654,0.32221056000000003,0.012874999999999998,0.020156250000000004,0.31249236,0.35055886
