Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,//read/383,2,0,9.319000000687083,21.980500000609027,9.319000000687083,34.64200000053097,108.0,0.24998128554256907,0.0,35,35,35,35,35,35,35,35,35,35,35
GET,//read/384,1,0,6.879800001115655,6.879800001115655,6.879800001115655,6.879800001115655,111.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/385,1,0,10.550299999522395,10.550299999522395,10.550299999522395,10.550299999522395,108.0,0.12499064277128454,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,//read/386,1,0,36.474900000030175,36.474900000030175,36.474900000030175,36.474900000030175,108.0,0.12499064277128454,0.0,36,36,36,36,36,36,36,36,36,36,36
GET,//read/387,1,0,11.491899998873123,11.491899998873123,11.491899998873123,11.491899998873123,108.0,0.12499064277128454,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,//read/390,1,0,7.649199998922995,7.649199998922995,7.649199998922995,7.649199998922995,108.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/392,1,0,16.259800000625546,16.259800000625546,16.259800000625546,16.259800000625546,108.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,//read/394,1,0,7.741800000076182,7.741800000076182,7.741800000076182,7.741800000076182,103.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/401,1,0,8.002900000064983,8.002900000064983,8.002900000064983,8.002900000064983,103.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/403,1,0,7.337300001381664,7.337300001381664,7.337300001381664,7.337300001381664,108.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/404,3,0,9,17.45163333362143,7.800900000802358,35.1014000007126,111.0,0.3749719283138536,0.0,9,9,35,35,35,35,35,35,35,35,35
GET,//read/407,1,0,6.6776999992725905,6.6776999992725905,6.6776999992725905,6.6776999992725905,111.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/410,2,0,22.214300000996445,31.358300000647432,22.214300000996445,40.50230000029842,111.0,0.24998128554256907,0.0,41,41,41,41,41,41,41,41,41,41,41
GET,//read/411,1,0,12.171599999419414,12.171599999419414,12.171599999419414,12.171599999419414,111.0,0.12499064277128454,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,//read/412,1,0,7.89220000115165,7.89220000115165,7.89220000115165,7.89220000115165,111.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/413,1,0,6.762900000467198,6.762900000467198,6.762900000467198,6.762900000467198,111.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/415,1,0,19.58820000072592,19.58820000072592,19.58820000072592,19.58820000072592,111.0,0.12499064277128454,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,//read/417,1,0,33.40980000029958,33.40980000029958,33.40980000029958,33.40980000029958,103.0,0.12499064277128454,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,//read/424,1,0,12.860099999670638,12.860099999670638,12.860099999670638,12.860099999670638,108.0,0.12499064277128454,0.0,13,13,13,13,13,13,13,13,13,13,13
GET,//read/429,1,0,5.7316999991599005,5.7316999991599005,5.7316999991599005,5.7316999991599005,108.0,0.12499064277128454,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/431,1,0,6.95839999934833,6.95839999934833,6.95839999934833,6.95839999934833,111.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/432,2,0,5.377299999963725,6.820150000748981,5.377299999963725,8.263000001534238,103.0,0.24998128554256907,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/434,1,0,79.01659999879485,79.01659999879485,79.01659999879485,79.01659999879485,111.0,0.12499064277128454,0.0,79,79,79,79,79,79,79,79,79,79,79
GET,//read/436,1,0,70.7416999994166,70.7416999994166,70.7416999994166,70.7416999994166,103.0,0.12499064277128454,0.0,71,71,71,71,71,71,71,71,71,71,71
GET,//read/440,2,0,9.244500000932021,15.143750000788714,9.244500000932021,21.043000000645407,103.0,0.24998128554256907,0.0,21,21,21,21,21,21,21,21,21,21,21
GET,//read/443,1,0,6.186000000525382,6.186000000525382,6.186000000525382,6.186000000525382,111.0,0.12499064277128454,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/445,1,0,24.21890000005078,24.21890000005078,24.21890000005078,24.21890000005078,111.0,0.12499064277128454,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,//read/446,2,0,7.435299999997369,15.83684999968682,7.435299999997369,24.23839999937627,111.0,0.24998128554256907,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,//read/449,1,0,17.002599999614176,17.002599999614176,17.002599999614176,17.002599999614176,111.0,0.12499064277128454,0.0,17,17,17,17,17,17,17,17,17,17,17
GET,//read/453,1,0,131.50359999963257,131.50359999963257,131.50359999963257,131.50359999963257,111.0,0.12499064277128454,0.0,130,130,130,130,130,130,130,130,130,130,130
GET,//read/455,1,0,15.727999998489395,15.727999998489395,15.727999998489395,15.727999998489395,111.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,//read/461,1,0,37.89599999981874,37.89599999981874,37.89599999981874,37.89599999981874,103.0,0.12499064277128454,0.0,38,38,38,38,38,38,38,38,38,38,38
GET,//read/466,1,0,7.96480000099109,7.96480000099109,7.96480000099109,7.96480000099109,103.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/467,1,0,7.679899999857298,7.679899999857298,7.679899999857298,7.679899999857298,108.0,0.12499064277128454,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/472,1,0,6.902400000399211,6.902400000399211,6.902400000399211,6.902400000399211,108.0,0.12499064277128454,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/478,1,0,4.551399999400019,4.551399999400019,4.551399999400019,4.551399999400019,108.0,0.12499064277128454,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,//read/480,1,0,26.201600001513725,26.201600001513725,26.201600001513725,26.201600001513725,103.0,0.12499064277128454,0.0,26,26,26,26,26,26,26,26,26,26,26
GET,//read/489,1,0,20.421100000021397,20.421100000021397,20.421100000021397,20.421100000021397,108.0,0.12499064277128454,0.0,20,20,20,20,20,20,20,20,20,20,20
GET,//read/491,1,0,6.438899999920977,6.438899999920977,6.438899999920977,6.438899999920977,103.0,0.12499064277128454,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/500,1,0,5.501100000401493,5.501100000401493,5.501100000401493,5.501100000401493,108.0,0.12499064277128454,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/507,1,0,4.681899999923189,4.681899999923189,4.681899999923189,4.681899999923189,111.0,0.12499064277128454,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,//read/510,1,0,6.16720000107307,6.16720000107307,6.16720000107307,6.16720000107307,103.0,0.12499064277128454,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/511,1,0,9.845799999311566,9.845799999311566,9.845799999311566,9.845799999311566,111.0,0.12499064277128454,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,//read/533,1,0,9.233400000084657,9.233400000084657,9.233400000084657,9.233400000084657,111.0,0.12499064277128454,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,//read/546,1,0,4.925700000967481,4.925700000967481,4.925700000967481,4.925700000967481,111.0,0.12499064277128454,0.0,5,5,5,5,5,5,5,5,5,5,5
PUT,//update/377,2,0,12.247099999513011,15.156849999584665,12.247099999513011,18.06659999965632,45.0,0.24998128554256907,0.0,18,18,18,18,18,18,18,18,18,18,18
PUT,//update/379,2,0,10,54.28535000010015,9.81080000019574,98.75990000000456,45.0,0.24998128554256907,0.0,99,99,99,99,99,99,99,99,99,99,99
PUT,//update/380,1,0,73.64880000022822,73.64880000022822,73.64880000022822,73.64880000022822,45.0,0.12499064277128454,0.0,74,74,74,74,74,74,74,74,74,74,74
PUT,//update/383,1,0,74.30510000085633,74.30510000085633,74.30510000085633,74.30510000085633,45.0,0.12499064277128454,0.0,74,74,74,74,74,74,74,74,74,74,74
PUT,//update/385,1,0,25.298800001110067,25.298800001110067,25.298800001110067,25.298800001110067,45.0,0.12499064277128454,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,//update/386,1,0,21.500799999557785,21.500799999557785,21.500799999557785,21.500799999557785,45.0,0.12499064277128454,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,//update/387,1,0,337.7904999997554,337.7904999997554,337.7904999997554,337.7904999997554,45.0,0.12499064277128454,0.0,340,340,340,340,340,340,340,340,340,340,340
PUT,//update/390,1,0,12.022799999613198,12.022799999613198,12.022799999613198,12.022799999613198,45.0,0.12499064277128454,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,//update/392,1,0,13.414400000328897,13.414400000328897,13.414400000328897,13.414400000328897,45.0,0.12499064277128454,0.0,13,13,13,13,13,13,13,13,13,13,13
PUT,//update/398,1,0,33.91209999972489,33.91209999972489,33.91209999972489,33.91209999972489,45.0,0.12499064277128454,0.0,34,34,34,34,34,34,34,34,34,34,34
PUT,//update/403,1,0,16.14739999968151,16.14739999968151,16.14739999968151,16.14739999968151,45.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,//update/406,1,0,144.30279999942286,144.30279999942286,144.30279999942286,144.30279999942286,45.0,0.12499064277128454,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,//update/417,1,0,11.140299999169656,11.140299999169656,11.140299999169656,11.140299999169656,45.0,0.12499064277128454,0.0,11,11,11,11,11,11,11,11,11,11,11
PUT,//update/421,1,0,88.43270000033954,88.43270000033954,88.43270000033954,88.43270000033954,45.0,0.12499064277128454,0.0,88,88,88,88,88,88,88,88,88,88,88
PUT,//update/424,2,0,63,101.1651000007987,62.597600001026876,139.73260000057053,45.0,0.24998128554256907,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,//update/425,1,0,45.57030000069062,45.57030000069062,45.57030000069062,45.57030000069062,45.0,0.12499064277128454,0.0,46,46,46,46,46,46,46,46,46,46,46
PUT,//update/427,2,0,33,118.8487499994153,32.73579999950016,204.96169999933045,45.0,0.24998128554256907,0.0,200,200,200,200,200,200,200,200,200,200,200
PUT,//update/429,1,0,124.73959999988438,124.73959999988438,124.73959999988438,124.73959999988438,45.0,0.12499064277128454,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,//update/436,1,0,16.458600000987644,16.458600000987644,16.458600000987644,16.458600000987644,45.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,//update/446,1,0,12.16510000085691,12.16510000085691,12.16510000085691,12.16510000085691,45.0,0.12499064277128454,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,//update/448,1,0,468.54180000082124,468.54180000082124,468.54180000082124,468.54180000082124,45.0,0.12499064277128454,0.0,470,470,470,470,470,470,470,470,470,470,470
PUT,//update/452,1,0,68.61479999861331,68.61479999861331,68.61479999861331,68.61479999861331,45.0,0.12499064277128454,0.0,69,69,69,69,69,69,69,69,69,69,69
PUT,//update/461,1,0,15.903499999694759,15.903499999694759,15.903499999694759,15.903499999694759,45.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,//update/467,1,0,115.24129999997967,115.24129999997967,115.24129999997967,115.24129999997967,45.0,0.12499064277128454,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,//update/472,1,0,90.8899999994901,90.8899999994901,90.8899999994901,90.8899999994901,45.0,0.12499064277128454,0.0,91,91,91,91,91,91,91,91,91,91,91
PUT,//update/478,1,0,28.988400001253467,28.988400001253467,28.988400001253467,28.988400001253467,45.0,0.12499064277128454,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,//update/481,1,0,16.095400000267546,16.095400000267546,16.095400000267546,16.095400000267546,45.0,0.12499064277128454,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,//update/489,1,0,16.589099999691825,16.589099999691825,16.589099999691825,16.589099999691825,45.0,0.12499064277128454,0.0,17,17,17,17,17,17,17,17,17,17,17
PUT,//update/495,1,0,14.281600000686012,14.281600000686012,14.281600000686012,14.281600000686012,45.0,0.12499064277128454,0.0,14,14,14,14,14,14,14,14,14,14,14
PUT,//update/498,1,0,103.80729999997129,103.80729999997129,103.80729999997129,103.80729999997129,45.0,0.12499064277128454,0.0,100,100,100,100,100,100,100,100,100,100,100
PUT,//update/500,1,0,120.5956999983755,120.5956999983755,120.5956999983755,120.5956999983755,45.0,0.12499064277128454,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,//update/529,1,0,244.6245999999519,244.6245999999519,244.6245999999519,244.6245999999519,45.0,0.12499064277128454,0.0,240,240,240,240,240,240,240,240,240,240,240
PUT,//update/532,1,0,59.0743000011571,59.0743000011571,59.0743000011571,59.0743000011571,45.0,0.12499064277128454,0.0,59,59,59,59,59,59,59,59,59,59,59
,Aggregated,563,0,20,58.610989698079116,4.551399999400019,909.1838999993342,18779.28596802842,70.36973188023319,0.0,20,34,51,74,150,250,390,570,910,910,910
