Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
DELETE,//delete/155,1,0,372.4746999996569,372.4746999996569,372.4746999996569,372.4746999996569,45.0,0.12369196162854469,0.0,370,370,370,370,370,370,370,370,370,370,370
DELETE,//delete/17,1,0,10.70129999970959,10.70129999970959,10.70129999970959,10.70129999970959,45.0,0.12369196162854469,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,//delete/188,1,0,80.10790000116685,80.10790000116685,80.10790000116685,80.10790000116685,45.0,0.12369196162854469,0.0,80,80,80,80,80,80,80,80,80,80,80
DELETE,//delete/193,1,0,103.82369999933871,103.82369999933871,103.82369999933871,103.82369999933871,45.0,0.12369196162854469,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,//delete/195,1,0,102.66799999953946,102.66799999953946,102.66799999953946,102.66799999953946,45.0,0.12369196162854469,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,//delete/197,1,0,422.7869999995164,422.7869999995164,422.7869999995164,422.7869999995164,45.0,0.12369196162854469,0.0,420,420,420,420,420,420,420,420,420,420,420
DELETE,//delete/20,1,0,15.975500000422471,15.975500000422471,15.975500000422471,15.975500000422471,45.0,0.12369196162854469,0.0,16,16,16,16,16,16,16,16,16,16,16
DELETE,//delete/203,1,0,200.29990000148246,200.29990000148246,200.29990000148246,200.29990000148246,45.0,0.12369196162854469,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,//delete/205,1,0,125.45940000018163,125.45940000018163,125.45940000018163,125.45940000018163,45.0,0.12369196162854469,0.0,130,130,130,130,130,130,130,130,130,130,130
DELETE,//delete/210,1,0,602.6798999992025,602.6798999992025,602.6798999992025,602.6798999992025,45.0,0.12369196162854469,0.0,600,600,600,600,600,600,600,600,600,600,600
DELETE,//delete/217,1,0,259.06709999981103,259.06709999981103,259.06709999981103,259.06709999981103,45.0,0.12369196162854469,0.0,260,260,260,260,260,260,260,260,260,260,260
DELETE,//delete/233,1,0,95.8029000012175,95.8029000012175,95.8029000012175,95.8029000012175,45.0,0.12369196162854469,0.0,96,96,96,96,96,96,96,96,96,96,96
DELETE,//delete/234,1,0,166.43800000019837,166.43800000019837,166.43800000019837,166.43800000019837,45.0,0.12369196162854469,0.0,170,170,170,170,170,170,170,170,170,170,170
DELETE,//delete/242,1,0,143.13939999919967,143.13939999919967,143.13939999919967,143.13939999919967,45.0,0.12369196162854469,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,//delete/247,1,0,123.41419999938807,123.41419999938807,123.41419999938807,123.41419999938807,45.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
DELETE,//delete/255,1,0,430.56309999883524,430.56309999883524,430.56309999883524,430.56309999883524,45.0,0.12369196162854469,0.0,430,430,430,430,430,430,430,430,430,430,430
DELETE,//delete/260,1,0,299.63059999863617,299.63059999863617,299.63059999863617,299.63059999863617,45.0,0.12369196162854469,0.0,300,300,300,300,300,300,300,300,300,300,300
DELETE,//delete/27,1,0,295.11660000025586,295.11660000025586,295.11660000025586,295.11660000025586,45.0,0.12369196162854469,0.0,300,300,300,300,300,300,300,300,300,300,300
DELETE,//delete/279,1,0,532.1924999989278,532.1924999989278,532.1924999989278,532.1924999989278,45.0,0.12369196162854469,0.0,530,530,530,530,530,530,530,530,530,530,530
DELETE,//delete/28,1,0,40.91069999958563,40.91069999958563,40.91069999958563,40.91069999958563,45.0,0.12369196162854469,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,//delete/29,1,0,242.19690000063565,242.19690000063565,242.19690000063565,242.19690000063565,45.0,0.12369196162854469,0.0,240,240,240,240,240,240,240,240,240,240,240
DELETE,//delete/3,1,0,13.415299999905983,13.415299999905983,13.415299999905983,13.415299999905983,45.0,0.12369196162854469,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,//delete/38,1,0,11.353500000041095,11.353500000041095,11.353500000041095,11.353500000041095,45.0,0.12369196162854469,0.0,11,11,11,11,11,11,11,11,11,11,11
DELETE,//delete/44,1,0,101.51349999978265,101.51349999978265,101.51349999978265,101.51349999978265,45.0,0.12369196162854469,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,//delete/45,1,0,135.3395999994973,135.3395999994973,135.3395999994973,135.3395999994973,45.0,0.12369196162854469,0.0,140,140,140,140,140,140,140,140,140,140,140
DELETE,//delete/50,1,0,10.242100001050858,10.242100001050858,10.242100001050858,10.242100001050858,45.0,0.12369196162854469,0.0,10,10,10,10,10,10,10,10,10,10,10
DELETE,//delete/53,1,0,684.7531000003073,684.7531000003073,684.7531000003073,684.7531000003073,45.0,0.12369196162854469,0.0,680,680,680,680,680,680,680,680,680,680,680
DELETE,//delete/54,1,0,44.307000000117114,44.307000000117114,44.307000000117114,44.307000000117114,45.0,0.12369196162854469,0.0,44,44,44,44,44,44,44,44,44,44,44
DELETE,//delete/57,1,0,110.69019999922602,110.69019999922602,110.69019999922602,110.69019999922602,45.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
DELETE,//delete/6,1,0,797.6367000010214,797.6367000010214,797.6367000010214,797.6367000010214,45.0,0.12369196162854469,0.0,800,800,800,800,800,800,800,800,800,800,800
DELETE,//delete/60,1,0,87.57950000108394,87.57950000108394,87.57950000108394,87.57950000108394,45.0,0.12369196162854469,0.0,88,88,88,88,88,88,88,88,88,88,88
DELETE,//delete/61,1,0,12.731999999232357,12.731999999232357,12.731999999232357,12.731999999232357,45.0,0.12369196162854469,0.0,13,13,13,13,13,13,13,13,13,13,13
DELETE,//delete/68,1,0,99.31539999888628,99.31539999888628,99.31539999888628,99.31539999888628,45.0,0.12369196162854469,0.0,99,99,99,99,99,99,99,99,99,99,99
DELETE,//delete/74,1,0,31.45560000120895,31.45560000120895,31.45560000120895,31.45560000120895,45.0,0.12369196162854469,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,//delete/8,1,0,338.0432000012661,338.0432000012661,338.0432000012661,338.0432000012661,45.0,0.12369196162854469,0.0,340,340,340,340,340,340,340,340,340,340,340
DELETE,//delete/80,1,0,221.08790000129375,221.08790000129375,221.08790000129375,221.08790000129375,45.0,0.12369196162854469,0.0,220,220,220,220,220,220,220,220,220,220,220
DELETE,//delete/85,1,0,34.97059999972407,34.97059999972407,34.97059999972407,34.97059999972407,45.0,0.12369196162854469,0.0,35,35,35,35,35,35,35,35,35,35,35
DELETE,//delete/88,1,0,1502.1616999983962,1502.1616999983962,1502.1616999983962,1502.1616999983962,45.0,0.12369196162854469,0.0,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500
DELETE,//delete/92,2,0,10,10.976699998536787,9.947699998519965,12.00569999855361,45.0,0.24738392325708938,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,//read,386,0,48,85.06918808294651,4.419599999891943,605.4979000000458,17271.668393782384,47.74509718861825,0.0,48,86,110,130,250,290,350,470,610,610,610
GET,//read/1,1,0,112.69969999921159,112.69969999921159,112.69969999921159,112.69969999921159,106.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/103,3,0,16,22.96373333289618,13.879899999665213,39.13300000021991,109.0,0.3710758848856341,0.0,16,16,39,39,39,39,39,39,39,39,39
GET,//read/104,1,0,4.86089999867545,4.86089999867545,4.86089999867545,4.86089999867545,111.0,0.12369196162854469,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,//read/106,1,0,8.86730000092939,8.86730000092939,8.86730000092939,8.86730000092939,111.0,0.12369196162854469,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,//read/108,3,0,50,79.27213333338538,28.957000000445987,158.84259999984351,111.0,0.3710758848856341,0.0,50,50,160,160,160,160,160,160,160,160,160
GET,//read/109,2,0,7.431799998812494,19.41409999926691,7.431799998812494,31.396399999721325,111.0,0.24738392325708938,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,//read/11,2,0,41,53.31029999888415,40.704199998799595,65.9163999989687,102.0,0.24738392325708938,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,//read/110,1,0,32.21250000024156,32.21250000024156,32.21250000024156,32.21250000024156,111.0,0.12369196162854469,0.0,32,32,32,32,32,32,32,32,32,32,32
GET,//read/114,1,0,56.97330000111833,56.97330000111833,56.97330000111833,56.97330000111833,103.0,0.12369196162854469,0.0,57,57,57,57,57,57,57,57,57,57,57
GET,//read/115,1,0,235.6219000012061,235.6219000012061,235.6219000012061,235.6219000012061,108.0,0.12369196162854469,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,//read/119,1,0,162.55490000003192,162.55490000003192,162.55490000003192,162.55490000003192,103.0,0.12369196162854469,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,//read/120,1,0,14.332200000353623,14.332200000353623,14.332200000353623,14.332200000353623,103.0,0.12369196162854469,0.0,14,14,14,14,14,14,14,14,14,14,14
GET,//read/130,1,0,112.0788000007451,112.0788000007451,112.0788000007451,112.0788000007451,111.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/134,1,0,89.79470000122092,89.79470000122092,89.79470000122092,89.79470000122092,108.0,0.12369196162854469,0.0,90,90,90,90,90,90,90,90,90,90,90
GET,//read/14,1,0,109.18359999959648,109.18359999959648,109.18359999959648,109.18359999959648,102.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/145,4,0,58,108.85890000008658,9.959099999832688,270.789700000023,111.0,0.49476784651417877,0.0,97,97,270,270,270,270,270,270,270,270,270
GET,//read/147,1,0,277.4913999983255,277.4913999983255,277.4913999983255,277.4913999983255,111.0,0.12369196162854469,0.0,280,280,280,280,280,280,280,280,280,280,280
GET,//read/149,2,0,20,56.03895000058401,19.581700000344426,92.49620000082359,111.0,0.24738392325708938,0.0,92,92,92,92,92,92,92,92,92,92,92
GET,//read/15,1,0,5.5513999996037455,5.5513999996037455,5.5513999996037455,5.5513999996037455,110.0,0.12369196162854469,0.0,6,6,6,6,6,6,6,6,6,6,6
GET,//read/151,1,0,57.534099998520105,57.534099998520105,57.534099998520105,57.534099998520105,111.0,0.12369196162854469,0.0,58,58,58,58,58,58,58,58,58,58,58
GET,//read/153,1,0,88.4065999998711,88.4065999998711,88.4065999998711,88.4065999998711,111.0,0.12369196162854469,0.0,88,88,88,88,88,88,88,88,88,88,88
GET,//read/156,1,0,11.253900000156136,11.253900000156136,11.253900000156136,11.253900000156136,111.0,0.12369196162854469,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,//read/16,1,0,6.6573000003700145,6.6573000003700145,6.6573000003700145,6.6573000003700145,102.0,0.12369196162854469,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/163,1,0,109.53969999900437,109.53969999900437,109.53969999900437,109.53969999900437,103.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/173,1,0,6.607299999814131,6.607299999814131,6.607299999814131,6.607299999814131,111.0,0.12369196162854469,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/175,2,0,124.13139999989653,194.49700000041048,124.13139999989653,264.86260000092443,108.0,0.24738392325708938,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,//read/18,1,0,24.244900001576752,24.244900001576752,24.244900001576752,24.244900001576752,107.0,0.12369196162854469,0.0,24,24,24,24,24,24,24,24,24,24,24
GET,//read/182,1,0,6.866600000648759,6.866600000648759,6.866600000648759,6.866600000648759,103.0,0.12369196162854469,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/188,1,0,9.990799999286537,9.990799999286537,9.990799999286537,9.990799999286537,111.0,0.12369196162854469,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,//read/19,1,0,88.76539999982924,88.76539999982924,88.76539999982924,88.76539999982924,110.0,0.12369196162854469,0.0,89,89,89,89,89,89,89,89,89,89,89
GET,//read/191,1,0,529.0379999987636,529.0379999987636,529.0379999987636,529.0379999987636,108.0,0.12369196162854469,0.0,530,530,530,530,530,530,530,530,530,530,530
GET,//read/197,1,0,109.93190000044706,109.93190000044706,109.93190000044706,109.93190000044706,111.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/198,1,0,123.25419999979204,123.25419999979204,123.25419999979204,123.25419999979204,111.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,//read/2,2,0,8,129.03355000071315,7.556300000942429,250.51080000048387,107.5,0.24738392325708938,0.0,250,250,250,250,250,250,250,250,250,250,250
GET,//read/201,1,0,66.96269999883953,66.96269999883953,66.96269999883953,66.96269999883953,111.0,0.12369196162854469,0.0,67,67,67,67,67,67,67,67,67,67,67
GET,//read/209,1,0,11.865700000271318,11.865700000271318,11.865700000271318,11.865700000271318,103.0,0.12369196162854469,0.0,12,12,12,12,12,12,12,12,12,12,12
GET,//read/210,1,0,119.41350000051898,119.41350000051898,119.41350000051898,119.41350000051898,108.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,//read/22,1,0,326.7140999996627,326.7140999996627,326.7140999996627,326.7140999996627,107.0,0.12369196162854469,0.0,330,330,330,330,330,330,330,330,330,330,330
GET,//read/223,1,0,241.03480000121635,241.03480000121635,241.03480000121635,241.03480000121635,103.0,0.12369196162854469,0.0,240,240,240,240,240,240,240,240,240,240,240
GET,//read/232,1,0,90.60610000051383,90.60610000051383,90.60610000051383,90.60610000051383,111.0,0.12369196162854469,0.0,91,91,91,91,91,91,91,91,91,91,91
GET,//read/234,1,0,92.06140000060259,92.06140000060259,92.06140000060259,92.06140000060259,111.0,0.12369196162854469,0.0,92,92,92,92,92,92,92,92,92,92,92
GET,//read/239,1,0,124.89389999973355,124.89389999973355,124.89389999973355,124.89389999973355,111.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,//read/240,1,0,121.87930000072811,121.87930000072811,121.87930000072811,121.87930000072811,111.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,//read/244,1,0,300.1689000011538,300.1689000011538,300.1689000011538,300.1689000011538,103.0,0.12369196162854469,0.0,300,300,300,300,300,300,300,300,300,300,300
GET,//read/25,1,0,47.901899999487796,47.901899999487796,47.901899999487796,47.901899999487796,107.0,0.12369196162854469,0.0,48,48,48,48,48,48,48,48,48,48,48
GET,//read/262,1,0,49.04200000055425,49.04200000055425,49.04200000055425,49.04200000055425,111.0,0.12369196162854469,0.0,49,49,49,49,49,49,49,49,49,49,49
GET,//read/282,1,0,266.7421000005561,266.7421000005561,266.7421000005561,266.7421000005561,111.0,0.12369196162854469,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,//read/284,1,0,256.9886999990558,256.9886999990558,256.9886999990558,256.9886999990558,111.0,0.12369196162854469,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,//read/29,1,0,16.43279999916558,16.43279999916558,16.43279999916558,16.43279999916558,110.0,0.12369196162854469,0.0,16,16,16,16,16,16,16,16,16,16,16
GET,//read/290,1,0,262.77850000042235,262.77850000042235,262.77850000042235,262.77850000042235,111.0,0.12369196162854469,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,//read/293,1,0,10.100400000737864,10.100400000737864,10.100400000737864,10.100400000737864,111.0,0.12369196162854469,0.0,10,10,10,10,10,10,10,10,10,10,10
GET,//read/30,3,0,7,7.291933333666141,5.408000000898028,9.557999999742606,110.0,0.3710758848856341,0.0,7,7,10,10,10,10,10,10,10,10,10
GET,//read/31,1,0,4.7582999995938735,4.7582999995938735,4.7582999995938735,4.7582999995938735,110.0,0.12369196162854469,0.0,5,5,5,5,5,5,5,5,5,5,5
GET,//read/32,1,0,10.80799999908777,10.80799999908777,10.80799999908777,10.80799999908777,107.0,0.12369196162854469,0.0,11,11,11,11,11,11,11,11,11,11,11
GET,//read/33,1,0,44.22770000019227,44.22770000019227,44.22770000019227,44.22770000019227,107.0,0.12369196162854469,0.0,44,44,44,44,44,44,44,44,44,44,44
GET,//read/34,1,0,40.08760000033362,40.08760000033362,40.08760000033362,40.08760000033362,107.0,0.12369196162854469,0.0,40,40,40,40,40,40,40,40,40,40,40
GET,//read/35,2,0,61,141.58415000019886,60.994199999186094,222.17410000121163,107.0,0.24738392325708938,0.0,220,220,220,220,220,220,220,220,220,220,220
GET,//read/4,1,0,48.97709999931976,48.97709999931976,48.97709999931976,48.97709999931976,109.0,0.12369196162854469,0.0,49,49,49,49,49,49,49,49,49,49,49
GET,//read/41,2,0,5.266699999992852,13.948849999906088,5.266699999992852,22.630999999819323,110.0,0.24738392325708938,0.0,23,23,23,23,23,23,23,23,23,23,23
GET,//read/43,1,0,95.71829999913462,95.71829999913462,95.71829999913462,95.71829999913462,102.0,0.12369196162854469,0.0,96,96,96,96,96,96,96,96,96,96,96
GET,//read/44,1,0,30.159200001435238,30.159200001435238,30.159200001435238,30.159200001435238,107.0,0.12369196162854469,0.0,30,30,30,30,30,30,30,30,30,30,30
GET,//read/46,1,0,8.312099998875055,8.312099998875055,8.312099998875055,8.312099998875055,110.0,0.12369196162854469,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/47,1,0,26.850700000068173,26.850700000068173,26.850700000068173,26.850700000068173,110.0,0.12369196162854469,0.0,27,27,27,27,27,27,27,27,27,27,27
GET,//read/49,1,0,65.98769999982323,65.98769999982323,65.98769999982323,65.98769999982323,110.0,0.12369196162854469,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,//read/5,1,0,36.71509999912814,36.71509999912814,36.71509999912814,36.71509999912814,109.0,0.12369196162854469,0.0,37,37,37,37,37,37,37,37,37,37,37
GET,//read/52,1,0,14.815399999861256,14.815399999861256,14.815399999861256,14.815399999861256,107.0,0.12369196162854469,0.0,15,15,15,15,15,15,15,15,15,15,15
GET,//read/53,1,0,98.91530000095372,98.91530000095372,98.91530000095372,98.91530000095372,107.0,0.12369196162854469,0.0,99,99,99,99,99,99,99,99,99,99,99
GET,//read/57,1,0,8.760599999732221,8.760599999732221,8.760599999732221,8.760599999732221,110.0,0.12369196162854469,0.0,9,9,9,9,9,9,9,9,9,9,9
GET,//read/59,2,0,32,48.91550000047573,31.842000000324333,65.98900000062713,102.0,0.24738392325708938,0.0,66,66,66,66,66,66,66,66,66,66,66
GET,//read/6,1,0,63.430499998503365,63.430499998503365,63.430499998503365,63.430499998503365,109.0,0.12369196162854469,0.0,63,63,63,63,63,63,63,63,63,63,63
GET,//read/62,1,0,163.67109999919194,163.67109999919194,163.67109999919194,163.67109999919194,110.0,0.12369196162854469,0.0,160,160,160,160,160,160,160,160,160,160,160
GET,//read/63,1,0,67.03720000041358,67.03720000041358,67.03720000041358,67.03720000041358,110.0,0.12369196162854469,0.0,67,67,67,67,67,67,67,67,67,67,67
GET,//read/64,1,0,259.3719000014971,259.3719000014971,259.3719000014971,259.3719000014971,107.0,0.12369196162854469,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,//read/65,1,0,273.6925000008341,273.6925000008341,273.6925000008341,273.6925000008341,107.0,0.12369196162854469,0.0,270,270,270,270,270,270,270,270,270,270,270
GET,//read/67,2,0,7,18.6507000007623,6.6079000007448485,30.69350000077975,108.5,0.24738392325708938,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,//read/68,1,0,118.05509999976493,118.05509999976493,118.05509999976493,118.05509999976493,110.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
GET,//read/69,2,0,8,19.521050000548712,7.799599999998463,31.24250000109896,110.0,0.24738392325708938,0.0,31,31,31,31,31,31,31,31,31,31,31
GET,//read/7,1,0,110.7019000010041,110.7019000010041,110.7019000010041,110.7019000010041,106.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
GET,//read/72,3,0,15,12.275366666775275,5.775100000391831,16.24680000168155,110.0,0.3710758848856341,0.0,15,15,16,16,16,16,16,16,16,16,16
GET,//read/78,1,0,48.93210000045656,48.93210000045656,48.93210000045656,48.93210000045656,107.0,0.12369196162854469,0.0,49,49,49,49,49,49,49,49,49,49,49
GET,//read/79,3,0,69,60.15626666642978,6.066899999495945,104.96020000027784,110.0,0.3710758848856341,0.0,69,69,100,100,100,100,100,100,100,100,100
GET,//read/80,1,0,7.918200000858633,7.918200000858633,7.918200000858633,7.918200000858633,110.0,0.12369196162854469,0.0,8,8,8,8,8,8,8,8,8,8,8
GET,//read/82,1,0,259.50510000075155,259.50510000075155,259.50510000075155,259.50510000075155,107.0,0.12369196162854469,0.0,260,260,260,260,260,260,260,260,260,260,260
GET,//read/83,2,0,20,26.20314999967377,19.55929999894579,32.84700000040175,110.0,0.24738392325708938,0.0,33,33,33,33,33,33,33,33,33,33,33
GET,//read/85,1,0,6.507699999929173,6.507699999929173,6.507699999929173,6.507699999929173,110.0,0.12369196162854469,0.0,7,7,7,7,7,7,7,7,7,7,7
GET,//read/88,2,0,6.338899998809211,10.566249999101274,6.338899998809211,14.793599999393336,110.0,0.24738392325708938,0.0,15,15,15,15,15,15,15,15,15,15,15
PUT,//update/1,2,0,200.98239999970247,303.493399999752,200.98239999970247,406.00439999980154,45.0,0.24738392325708938,0.0,410,410,410,410,410,410,410,410,410,410,410
PUT,//update/102,1,0,43.26490000130434,43.26490000130434,43.26490000130434,43.26490000130434,45.0,0.12369196162854469,0.0,43,43,43,43,43,43,43,43,43,43,43
PUT,//update/103,1,0,106.21449999962351,106.21449999962351,106.21449999962351,106.21449999962351,45.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,//update/105,1,0,285.50499999983003,285.50499999983003,285.50499999983003,285.50499999983003,45.0,0.12369196162854469,0.0,290,290,290,290,290,290,290,290,290,290,290
PUT,//update/107,2,0,27,49.88425000010466,26.67970000038622,73.0887999998231,45.0,0.24738392325708938,0.0,73,73,73,73,73,73,73,73,73,73,73
PUT,//update/109,1,0,12.411300000167103,12.411300000167103,12.411300000167103,12.411300000167103,45.0,0.12369196162854469,0.0,12,12,12,12,12,12,12,12,12,12,12
PUT,//update/11,1,0,112.53089999991062,112.53089999991062,112.53089999991062,112.53089999991062,45.0,0.12369196162854469,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,//update/111,1,0,146.73380000022007,146.73380000022007,146.73380000022007,146.73380000022007,45.0,0.12369196162854469,0.0,150,150,150,150,150,150,150,150,150,150,150
PUT,//update/114,1,0,219.2790999997669,219.2790999997669,219.2790999997669,219.2790999997669,45.0,0.12369196162854469,0.0,220,220,220,220,220,220,220,220,220,220,220
PUT,//update/115,1,0,233.95150000033027,233.95150000033027,233.95150000033027,233.95150000033027,45.0,0.12369196162854469,0.0,230,230,230,230,230,230,230,230,230,230,230
PUT,//update/116,1,0,271.3839000007283,271.3839000007283,271.3839000007283,271.3839000007283,45.0,0.12369196162854469,0.0,270,270,270,270,270,270,270,270,270,270,270
PUT,//update/123,1,0,124.26369999957387,124.26369999957387,124.26369999957387,124.26369999957387,45.0,0.12369196162854469,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,//update/134,2,0,28,150.48025000032794,27.690200000506593,273.2703000001493,45.0,0.24738392325708938,0.0,270,270,270,270,270,270,270,270,270,270,270
PUT,//update/135,1,0,15.028600000732695,15.028600000732695,15.028600000732695,15.028600000732695,45.0,0.12369196162854469,0.0,15,15,15,15,15,15,15,15,15,15,15
