command,mean,stddev,median,user,system,min,max
bin_search.py,0.245886495,0.008100215451941284,0.24266180000000004,0.07046874999999997,0.07921874999999999,0.23688025000000001,0.26625515
target\debug\bin_search.exe,1.1127610950000002,0.017525728561039542,1.11183465,0.8181250000000002,0.35031250000000014,1.0860114500000002,1.1464132500000002
