command,mean,stddev,median,user,system,min,max
bin_search.py,0.255024149,0.01240645608492758,0.251865824,0.06796874999999998,0.08624999999999997,0.23879407400000002,0.275313774
target\debug\bin_search.exe,1.1241547289999996,0.033848530067897224,1.123075424,0.8546874999999996,0.41515625,1.067052474,1.197048274
