command,mean,stddev,median,user,system,min,max
lin_search\target\debug\lin_search.exe,1.0450334749999999,0.010556575547495213,1.04465998,0.8459375000000003,0.45734375000000005,1.02723863,1.06248753
python lin_search\lin_search.py,0.32479251500000006,0.009184421197662862,0.32406663,0.011781249999999998,0.017781250000000002,0.30972183000000003,0.34108303
