command,mean,stddev,median,user,system,min,max
lin_search\target\debug\lin_search.exe,1.0412609070000003,0.01352107558281069,1.0436493420000001,0.8243750000000002,0.4657812499999999,1.012412892,1.063104292
python lin_search\lin_search.py,0.325456022,0.011898823182682261,0.323605042,0.013921875000000005,0.007937499999999998,0.308220392,0.357468992
