timestamp,success,latency_ms,status_code
2025-11-14T15:13:51.428299,1,7.887,400
2025-11-14T15:13:51.430909,1,9.098,400
2025-11-14T15:13:51.430909,1,10.639,400
2025-11-14T15:13:51.432915,1,11.720,400
2025-11-14T15:13:51.434733,1,12.702,400
2025-11-14T15:13:51.436194,1,6.648,400
2025-11-14T15:13:51.437606,1,4.988,400
2025-11-14T15:13:51.439773,1,4.752,400
2025-11-14T15:13:51.440767,1,4.826,400
2025-11-14T15:13:51.442035,1,2.499,400
2025-11-14T15:13:51.442035,1,2.531,400
2025-11-14T15:13:51.443433,1,2.041,400
2025-11-14T15:13:51.444900,1,2.272,400
2025-11-14T15:13:51.447194,1,14.115,400
2025-11-14T15:13:51.447194,1,16.744,400
2025-11-14T15:13:51.448579,1,4.237,400
2025-11-14T15:13:51.449595,1,4.303,400
2025-11-14T15:13:51.451052,1,3.744,400
2025-11-14T15:13:51.451052,1,3.654,400
2025-11-14T15:13:51.454480,1,5.592,400
2025-11-14T15:13:51.454480,1,17.158,400
2025-11-14T15:13:51.454480,1,5.398,400
2025-11-14T15:13:51.454480,1,4.592,400
2025-11-14T15:13:51.454480,1,5.602,400
2025-11-14T15:13:51.454480,1,3.894,400
2025-11-14T15:13:51.454480,1,4.399,400
2025-11-14T15:13:51.454480,1,4.409,400
2025-11-14T15:13:51.454480,1,6.490,400
2025-11-14T15:13:51.462138,1,5.045,400
2025-11-14T15:13:51.462138,1,4.960,400
2025-11-14T15:13:51.464833,1,4.610,400
2025-11-14T15:13:51.464833,1,3.780,400
2025-11-14T15:13:51.464833,1,4.351,400
2025-11-14T15:13:51.467128,1,4.637,400
2025-11-14T15:13:51.467128,1,4.668,400
2025-11-14T15:13:51.467128,1,11.167,400
2025-11-14T15:13:51.467128,1,4.910,400
2025-11-14T15:13:51.467128,1,4.474,400
2025-11-14T15:13:51.467128,1,4.953,400
2025-11-14T15:13:51.467128,1,4.646,400
2025-11-14T15:13:51.475349,1,4.595,400
2025-11-14T15:13:51.475349,1,4.503,400
2025-11-14T15:13:51.478370,1,4.380,400
2025-11-14T15:13:51.478370,1,4.538,400
2025-11-14T15:13:51.478370,1,4.995,400
2025-11-14T15:13:51.478370,1,4.891,400
2025-11-14T15:13:51.478370,1,3.645,400
2025-11-14T15:13:51.483628,1,19.047,400
2025-11-14T15:13:51.483628,1,3.678,400
2025-11-14T15:13:51.501241,1,21.516,400
