timestamp,success,latency_ms,status_code
2025-11-14T15:19:52.299739,1,5.338,400
2025-11-14T15:19:52.299739,1,6.015,400
2025-11-14T15:19:52.299739,1,4.987,400
2025-11-14T15:19:52.299739,1,4.849,400
2025-11-14T15:19:52.315469,1,7.414,400
2025-11-14T15:19:52.317899,1,8.336,400
2025-11-14T15:19:52.319362,1,10.039,400
2025-11-14T15:19:52.319362,1,11.834,400
2025-11-14T15:19:52.319362,1,9.841,400
2025-11-14T15:19:52.319362,1,10.090,400
2025-11-14T15:19:52.322278,1,7.206,400
2025-11-14T15:19:52.322278,1,9.950,400
2025-11-14T15:19:52.322278,1,11.827,400
2025-11-14T15:19:52.322278,1,8.935,400
2025-11-14T15:19:52.322278,1,10.261,400
2025-11-14T15:19:52.322278,1,9.037,400
2025-11-14T15:19:52.328208,1,9.393,400
2025-11-14T15:19:52.328208,1,9.293,400
2025-11-14T15:19:52.328208,1,10.156,400
2025-11-14T15:19:52.331373,1,9.066,400
2025-11-14T15:19:52.332837,1,10.940,400
2025-11-14T15:19:52.332837,1,14.421,400
2025-11-14T15:19:52.334380,1,11.088,400
2025-11-14T15:19:52.335835,1,11.427,400
2025-11-14T15:19:52.335835,1,8.704,400
2025-11-14T15:19:52.335835,1,10.149,400
2025-11-14T15:19:52.335835,1,9.405,400
2025-11-14T15:19:52.340302,1,8.750,400
2025-11-14T15:19:52.342965,1,7.066,400
2025-11-14T15:19:52.344307,1,6.046,400
2025-11-14T15:19:52.344307,1,5.121,400
2025-11-14T15:19:52.347980,1,4.414,400
2025-11-14T15:19:52.351812,1,16.888,400
2025-11-14T15:19:52.353527,1,27.450,400
2025-11-14T15:19:52.353527,1,26.870,400
2025-11-14T15:19:52.353527,1,15.596,400
2025-11-14T15:19:52.353527,1,8.750,400
2025-11-14T15:19:52.353527,1,24.918,400
2025-11-14T15:19:52.353527,1,22.914,400
2025-11-14T15:19:52.353527,1,4.713,400
2025-11-14T15:19:52.353527,1,5.590,400
2025-11-14T15:19:52.353527,1,4.648,400
2025-11-14T15:19:52.353527,1,5.695,400
2025-11-14T15:19:52.363221,1,20.130,400
2025-11-14T15:19:52.363221,1,25.684,400
2025-11-14T15:19:52.363221,1,18.426,400
2025-11-14T15:19:52.363221,1,2.664,400
2025-11-14T15:19:52.363221,1,3.712,400
2025-11-14T15:19:52.363221,1,2.715,400
2025-11-14T15:19:52.363221,1,2.703,400
2025-11-14T15:19:52.363221,1,2.509,400
2025-11-14T15:19:52.363221,1,2.305,400
2025-11-14T15:19:52.363221,1,1.927,400
2025-11-14T15:19:52.395484,1,43.066,400
2025-11-14T15:19:52.395484,1,33.309,400
2025-11-14T15:19:52.395484,1,36.124,400
2025-11-14T15:19:52.395484,1,39.791,400
2025-11-14T15:19:52.395484,1,42.994,400
2025-11-14T15:19:52.395484,1,30.026,400
2025-11-14T15:19:52.395484,1,46.759,400
2025-11-14T15:19:52.395484,1,51.355,400
2025-11-14T15:19:52.405028,1,44.266,400
2025-11-14T15:19:52.406080,1,28.042,400
2025-11-14T15:19:52.406080,1,10.444,400
2025-11-14T15:19:52.406080,1,9.964,400
2025-11-14T15:19:52.406080,1,10.492,400
2025-11-14T15:19:52.406080,1,8.317,400
2025-11-14T15:19:52.411344,1,12.632,400
2025-11-14T15:19:52.411344,1,14.799,400
2025-11-14T15:19:52.411344,1,17.690,400
2025-11-14T15:19:52.411344,1,13.707,400
2025-11-14T15:19:52.411344,1,16.265,400
2025-11-14T15:19:52.411344,1,14.421,400
2025-11-14T15:19:52.411344,1,13.990,400
2025-11-14T15:19:52.411344,1,14.602,400
2025-11-14T15:19:52.411344,1,13.882,400
2025-11-14T15:19:52.411344,1,10.197,400
2025-11-14T15:19:52.411344,1,7.410,400
2025-11-14T15:19:52.411344,1,7.203,400
2025-11-14T15:19:52.427625,1,9.152,400
2025-11-14T15:19:52.427625,1,15.231,400
2025-11-14T15:19:52.427625,1,22.745,400
2025-11-14T15:19:52.427625,1,11.314,400
2025-11-14T15:19:52.427625,1,16.752,400
2025-11-14T15:19:52.427625,1,12.858,400
2025-11-14T15:19:52.427625,1,12.286,400
2025-11-14T15:19:52.427625,1,12.620,400
2025-11-14T15:19:52.427625,1,11.784,400
2025-11-14T15:19:52.427625,1,9.020,400
2025-11-14T15:19:52.427625,1,9.184,400
2025-11-14T15:19:52.427625,1,9.002,400
2025-11-14T15:19:52.443592,1,8.119,400
2025-11-14T15:19:52.443592,1,12.858,400
2025-11-14T15:19:52.443592,1,20.772,400
2025-11-14T15:19:52.443592,1,19.000,400
2025-11-14T15:19:52.443592,1,12.347,400
2025-11-14T15:19:52.443592,1,12.778,400
2025-11-14T15:19:52.443592,1,13.014,400
2025-11-14T15:19:52.443592,1,11.114,400
2025-11-14T15:19:52.453119,1,12.288,400
2025-11-14T15:19:52.454180,1,12.956,400
2025-11-14T15:19:52.454180,1,11.844,400
2025-11-14T15:19:52.454180,1,10.417,400
2025-11-14T15:19:52.454180,1,10.978,400
2025-11-14T15:19:52.459835,1,11.163,400
2025-11-14T15:19:52.459835,1,11.495,400
2025-11-14T15:19:52.462053,1,11.738,400
2025-11-14T15:19:52.464684,1,14.148,400
2025-11-14T15:19:52.465419,1,14.774,400
2025-11-14T15:19:52.465419,1,14.855,400
2025-11-14T15:19:52.468672,1,14.347,400
2025-11-14T15:19:52.469849,1,15.628,400
2025-11-14T15:19:52.469849,1,14.651,400
2025-11-14T15:19:52.469849,1,14.205,400
2025-11-14T15:19:52.469849,1,12.651,400
2025-11-14T15:19:52.469849,1,10.906,400
2025-11-14T15:19:52.469849,1,9.540,400
2025-11-14T15:19:52.469849,1,10.203,400
2025-11-14T15:19:52.469849,1,8.840,400
2025-11-14T15:19:52.469849,1,5.858,400
2025-11-14T15:19:52.469849,1,4.665,400
2025-11-14T15:19:52.469849,1,2.196,400
2025-11-14T15:19:52.489899,1,18.808,400
2025-11-14T15:19:52.491042,1,17.938,400
2025-11-14T15:19:52.492022,1,31.623,400
2025-11-14T15:19:52.493062,1,32.676,400
2025-11-14T15:19:52.493062,1,28.788,400
2025-11-14T15:19:52.494056,1,13.576,400
2025-11-14T15:19:52.494913,1,10.726,400
2025-11-14T15:19:52.495915,1,19.982,400
2025-11-14T15:19:52.497490,1,19.176,400
2025-11-14T15:19:52.497913,1,7.965,400
2025-11-14T15:19:52.498911,1,6.873,400
2025-11-14T15:19:52.498911,1,6.092,400
2025-11-14T15:19:52.499948,1,6.885,400
2025-11-14T15:19:52.503182,1,8.346,400
2025-11-14T15:19:52.504179,1,19.261,400
2025-11-14T15:19:52.504179,1,10.658,400
2025-11-14T15:19:52.506716,1,10.157,400
2025-11-14T15:19:52.508714,1,10.336,400
2025-11-14T15:19:52.509719,1,10.675,400
2025-11-14T15:19:52.511717,1,11.198,400
2025-11-14T15:19:52.513722,1,10.305,400
2025-11-14T15:19:52.513722,1,9.697,400
2025-11-14T15:19:52.514718,1,9.958,400
2025-11-14T15:19:52.519288,1,29.773,400
2025-11-14T15:19:52.519288,1,25.445,400
2025-11-14T15:19:52.519288,1,23.640,400
2025-11-14T15:19:52.519288,1,13.193,400
2025-11-14T15:19:52.519288,1,17.522,400
2025-11-14T15:19:52.519288,1,17.058,400
2025-11-14T15:19:52.519288,1,13.195,400
2025-11-14T15:19:52.519288,1,13.507,400
2025-11-14T15:19:52.519288,1,15.113,400
2025-11-14T15:19:52.519288,1,9.679,400
2025-11-14T15:19:52.519288,1,10.820,400
2025-11-14T15:19:52.519288,1,11.123,400
2025-11-14T15:19:52.535593,1,12.760,400
2025-11-14T15:19:52.537065,1,25.914,400
2025-11-14T15:19:52.538080,1,12.257,400
2025-11-14T15:19:52.539097,1,14.641,400
2025-11-14T15:19:52.540405,1,14.294,400
2025-11-14T15:19:52.541415,1,13.172,400
2025-11-14T15:19:52.542835,1,14.308,400
2025-11-14T15:19:52.544858,1,14.426,400
2025-11-14T15:19:52.546943,1,15.245,400
2025-11-14T15:19:52.547935,1,14.212,400
2025-11-14T15:19:52.548946,1,13.529,400
2025-11-14T15:19:52.550222,1,12.518,400
2025-11-14T15:19:52.551826,1,14.996,400
2025-11-14T15:19:52.551826,1,14.178,400
2025-11-14T15:19:52.553843,1,14.196,400
2025-11-14T15:19:52.553843,1,14.417,400
2025-11-14T15:19:52.553843,1,14.631,400
2025-11-14T15:19:52.553843,1,12.886,400
2025-11-14T15:19:52.553843,1,12.910,400
2025-11-14T15:19:52.553843,1,10.633,400
2025-11-14T15:19:52.553843,1,10.546,400
2025-11-14T15:19:52.553843,1,6.456,400
2025-11-14T15:19:52.567046,1,9.893,400
2025-11-14T15:19:52.567046,1,22.604,400
2025-11-14T15:19:52.567046,1,27.658,400
2025-11-14T15:19:52.567046,1,23.927,400
2025-11-14T15:19:52.567046,1,19.884,400
2025-11-14T15:19:52.567046,1,12.496,400
2025-11-14T15:19:52.567046,1,18.867,400
2025-11-14T15:19:52.567046,1,22.122,400
2025-11-14T15:19:52.567046,1,15.082,400
2025-11-14T15:19:52.567046,1,13.787,400
2025-11-14T15:19:52.567046,1,10.209,400
2025-11-14T15:19:52.567046,1,10.444,400
2025-11-14T15:19:52.582911,1,7.618,400
2025-11-14T15:19:52.582911,1,9.045,400
2025-11-14T15:19:52.582911,1,13.429,400
2025-11-14T15:19:52.582911,1,11.107,400
2025-11-14T15:19:52.582911,1,17.101,400
2025-11-14T15:19:52.582911,1,14.815,400
2025-11-14T15:19:52.582911,1,12.404,400
2025-11-14T15:19:52.582911,1,11.621,400
2025-11-14T15:19:52.582911,1,11.252,400
