timestamp,success,latency_ms,status_code
2025-11-14T15:29:43.613450,1,5.565,400
2025-11-14T15:29:43.613450,1,5.401,400
2025-11-14T15:29:43.613450,1,5.584,400
2025-11-14T15:29:43.613450,1,6.416,400
2025-11-14T15:29:43.613450,1,4.406,400
2025-11-14T15:29:43.613450,1,4.255,400
2025-11-14T15:29:43.613450,1,3.678,400
2025-11-14T15:29:43.621652,1,13.203,400
2025-11-14T15:29:43.621652,1,4.129,400
2025-11-14T15:29:43.624288,1,6.426,400
2025-11-14T15:29:43.624288,1,9.646,400
2025-11-14T15:29:43.624288,1,5.892,400
2025-11-14T15:29:43.629633,1,16.261,400
2025-11-14T15:29:43.630640,1,6.687,400
2025-11-14T15:29:43.631639,1,5.134,400
2025-11-14T15:29:43.632639,1,5.838,400
2025-11-14T15:29:43.633651,1,5.841,400
2025-11-14T15:29:43.635647,1,5.875,400
2025-11-14T15:29:43.636640,1,5.910,400
2025-11-14T15:29:43.636640,1,5.495,400
2025-11-14T15:29:43.638648,1,5.737,400
2025-11-14T15:29:43.639639,1,5.682,400
2025-11-14T15:29:43.640648,1,5.516,400
2025-11-14T15:29:43.643642,1,5.020,400
2025-11-14T15:29:43.644647,1,4.713,400
2025-11-14T15:29:43.646077,1,2.181,400
2025-11-14T15:29:43.646077,1,2.757,400
2025-11-14T15:29:43.646077,1,2.567,400
2025-11-14T15:29:43.646077,1,2.290,400
2025-11-14T15:29:43.646077,1,2.718,400
2025-11-14T15:29:43.646077,1,2.285,400
2025-11-14T15:29:43.646077,1,2.028,400
2025-11-14T15:29:43.646077,1,1.706,400
2025-11-14T15:29:43.646077,1,1.934,400
2025-11-14T15:29:43.662101,1,6.608,400
2025-11-14T15:29:43.662101,1,28.351,400
2025-11-14T15:29:43.662101,1,29.401,400
2025-11-14T15:29:43.662101,1,14.050,400
2025-11-14T15:29:43.667058,1,25.970,400
2025-11-14T15:29:43.667058,1,4.368,400
2025-11-14T15:29:43.669422,1,5.162,400
2025-11-14T15:29:43.669422,1,5.561,400
2025-11-14T15:29:43.669422,1,5.012,400
2025-11-14T15:29:43.677779,1,13.444,400
2025-11-14T15:29:43.693482,1,24.195,400
2025-11-14T15:29:43.693482,1,25.833,400
2025-11-14T15:29:43.693482,1,18.162,400
2025-11-14T15:29:43.693482,1,26.913,400
2025-11-14T15:29:43.693482,1,29.574,400
2025-11-14T15:29:43.693482,1,4.055,400
2025-11-14T15:29:43.693482,1,4.279,400
2025-11-14T15:29:43.693482,1,5.514,400
2025-11-14T15:29:43.709608,1,15.459,400
2025-11-14T15:29:43.709608,1,10.083,400
2025-11-14T15:29:43.713337,1,16.250,400
2025-11-14T15:29:43.713337,1,13.117,400
2025-11-14T15:29:43.713337,1,10.999,400
2025-11-14T15:29:43.713337,1,4.901,400
2025-11-14T15:29:43.713337,1,4.772,400
2025-11-14T15:29:43.713337,1,6.391,400
2025-11-14T15:29:43.713337,1,5.560,400
2025-11-14T15:29:43.713337,1,6.116,400
2025-11-14T15:29:43.713337,1,5.591,400
2025-11-14T15:29:43.713337,1,4.776,400
2025-11-14T15:29:43.713337,1,3.878,400
2025-11-14T15:29:43.725263,1,4.061,400
2025-11-14T15:29:43.725263,1,4.077,400
2025-11-14T15:29:43.725263,1,8.827,400
2025-11-14T15:29:43.725263,1,11.989,400
2025-11-14T15:29:43.725263,1,3.816,400
2025-11-14T15:29:43.725263,1,3.046,400
2025-11-14T15:29:43.725263,1,3.110,400
2025-11-14T15:29:43.725263,1,3.403,400
2025-11-14T15:29:43.725263,1,2.723,400
2025-11-14T15:29:43.725263,1,3.016,400
2025-11-14T15:29:43.725263,1,2.938,400
2025-11-14T15:29:43.725263,1,4.168,400
2025-11-14T15:29:43.725263,1,2.900,400
2025-11-14T15:29:43.741057,1,2.053,400
2025-11-14T15:29:43.741057,1,5.935,400
2025-11-14T15:29:43.741057,1,18.979,400
2025-11-14T15:29:43.741057,1,17.641,400
2025-11-14T15:29:43.746348,1,5.204,400
2025-11-14T15:29:43.746348,1,7.647,400
2025-11-14T15:29:43.746348,1,3.822,400
2025-11-14T15:29:43.746348,1,3.581,400
2025-11-14T15:29:43.746348,1,4.996,400
2025-11-14T15:29:43.752557,1,2.559,400
2025-11-14T15:29:43.754565,1,1.685,400
2025-11-14T15:29:43.754565,1,1.852,400
2025-11-14T15:29:43.757175,1,9.747,400
2025-11-14T15:29:43.757175,1,15.706,400
2025-11-14T15:29:43.757175,1,17.022,400
2025-11-14T15:29:43.757175,1,2.641,400
2025-11-14T15:29:43.757175,1,3.983,400
2025-11-14T15:29:43.757175,1,3.226,400
2025-11-14T15:29:43.773839,1,12.148,400
2025-11-14T15:29:43.775848,1,24.518,400
2025-11-14T15:29:43.775848,1,16.169,400
2025-11-14T15:29:43.775848,1,20.656,400
