command,mean,stddev,median,user,system,min,max
lin_search\target\debug\lin_search.exe,1.05625933,0.024770424776087104,1.04929352,0.905625,0.44359375000000006,1.01744067,1.1238266700000001
python lin_search\lin_search.py,0.32446021500000005,0.009829175647689462,0.32214942,0.008109374999999999,0.024578125,0.31247347000000003,0.33956427000000006
