command,mean,stddev,median,user,system,min,max
bin_search.py,0.26727911000000004,0.008181745780185235,0.26463441,0.06015625,0.10312500000000002,0.25408061000000004,0.28450221000000003
target\debug\bin_search.exe,1.106709295,0.030087961525033038,1.10287656,0.8570312500000001,0.3710937499999999,1.07458871,1.18448091
