command,mean,stddev,median,user,system,min,max
jump_search\target\debug\jump_search.exe,1.025367497,0.013486767467951874,1.025221572,0.8317187500000001,0.4156249999999998,1.007460022,1.049702222
python jump_search\jump_search.py,0.321262467,0.007278721200326257,0.322802472,0.009562500000000003,0.018281249999999992,0.31007332200000004,0.33494692200000004
