timestamp,operation,execution_time_ms,memory_mb,network_latency_ms
2025-11-14T13:07:26.412190900+05:30,READ_ALL,0.7423,2004.0,176.92
2025-11-14T13:07:26.457294900+05:30,READ_ALL,1.8003,2104.0,176.92
2025-11-14T13:07:26.457271400+05:30,READ_ALL,25.7054,2104.0,176.92
2025-11-14T13:07:26.466160+05:30,READ_ALL,41.1542,-116.0,176.92
2025-11-14T13:07:26.523234700+05:30,READ_ALL,0.9828,784.0,176.92
2025-11-14T13:07:26.620078900+05:30,READ_ALL,0.9327,16.0,176.92
2025-11-14T13:07:26.659406700+05:30,READ_ALL,1.0642,692.0,176.92
2025-11-14T13:07:26.664459500+05:30,READ_ALL,1.3974,760.0,176.92
2025-11-14T13:07:26.717739800+05:30,READ_ALL,0.8602,720.0,176.92
2025-11-14T13:07:26.844882500+05:30,READ_ALL,1.4425,-608.0,176.92
2025-11-14T13:07:26.858879900+05:30,READ_ALL,0.959,-932.0,176.92
2025-11-14T13:07:26.858876600+05:30,READ_ALL,1.2187999999999999,-1312.0,176.92
2025-11-14T13:07:26.951587400+05:30,READ_ALL,0.9185000000000001,992.0,176.92
2025-11-14T13:07:27.090118800+05:30,READ_ALL,0.8021,3744.0,176.92
2025-11-14T13:07:27.090450400+05:30,READ_ALL,0.919,4008.0,176.92
2025-11-14T13:07:27.185924200+05:30,READ_ALL,6.2617,-2148.0,176.92
2025-11-14T13:07:27.204748100+05:30,READ_ALL,22.632800000000003,-1528.0,176.92
2025-11-14T13:07:27.219963500+05:30,READ_ALL,1.9751999999999998,-1476.0,176.92
2025-11-14T13:07:27.311861600+05:30,READ_ALL,1.2628,700.0,176.92
2025-11-14T13:07:27.358601400+05:30,READ_ALL,1.1542,1452.0,176.92
2025-11-14T13:07:27.412888600+05:30,READ_ALL,0.9978999999999999,1460.0,176.92
2025-11-14T13:07:27.416308300+05:30,READ_ALL,0.9948999999999999,36.0,176.92
2025-11-14T13:07:27.505745900+05:30,READ_ALL,0.9154,504.0,176.92
2025-11-14T13:07:27.583223+05:30,READ_ALL,0.93,-720.0,176.92
2025-11-14T13:07:27.607295700+05:30,READ_ALL,0.785,-428.0,176.92
2025-11-14T13:07:27.617576+05:30,READ_ALL,0.8505,784.0,176.92
2025-11-14T13:07:27.681477+05:30,READ_ALL,0.8924,684.0,176.92
2025-11-14T13:07:27.811449100+05:30,READ_ALL,1.0605,-288.0,176.92
2025-11-14T13:07:27.811310400+05:30,READ_ALL,1.9085,-988.0,176.92
2025-11-14T13:07:27.816871700+05:30,READ_ALL,1.1147,-288.0,176.92
2025-11-14T13:08:43.836851200+05:30,READ_ALL,1.1766,-60.0,0.0
2025-11-14T13:08:43.998510900+05:30,READ_ALL,1.4774,-32.0,180.78
2025-11-14T13:08:44.527696400+05:30,READ_ALL,1.2252999999999998,-2452.0,180.78
2025-11-14T13:08:44.562832200+05:30,READ_ALL,2.7590000000000003,3356.0,180.78
2025-11-14T13:08:44.562955200+05:30,READ_ALL,1.0241,588.0,180.78
2025-11-14T13:08:44.563247300+05:30,READ_ALL,3.0086000000000004,3356.0,180.78
2025-11-14T13:08:44.563320700+05:30,READ_ALL,2.5869,1280.0,180.78
2025-11-14T13:08:44.563427100+05:30,READ_ALL,3.2682,4048.0,180.78
2025-11-14T13:08:44.564051400+05:30,READ_ALL,7.860799999999999,4048.0,180.78
2025-11-14T13:08:44.563428700+05:30,READ_ALL,0.6444000000000001,4048.0,180.78
2025-11-14T13:08:44.564727400+05:30,READ_ALL,7.5622,4048.0,180.78
2025-11-14T13:08:44.564646300+05:30,READ_ALL,3.2191,1280.0,180.78
2025-11-14T13:08:44.709718+05:30,READ_ALL,0.8254999999999999,1256.0,180.78
2025-11-14T13:08:44.739450800+05:30,READ_ALL,1.0790000000000002,1996.0,180.78
2025-11-14T13:08:45.202364400+05:30,READ_ALL,1.9308,-4524.0,180.78
2025-11-14T13:08:45.206674400+05:30,READ_ALL,2.2030000000000003,-3804.0,180.78
2025-11-14T13:08:45.255755300+05:30,READ_ALL,4.8053,-284.0,180.78
2025-11-14T13:08:45.256427100+05:30,READ_ALL,2.7476000000000003,2520.0,180.78
2025-11-14T13:08:45.256109300+05:30,READ_ALL,2.9524,420.0,180.78
2025-11-14T13:08:45.256563600+05:30,READ_ALL,2.9285,2520.0,180.78
2025-11-14T13:08:45.256496+05:30,READ_ALL,1.2631999999999999,2520.0,180.78
2025-11-14T13:08:45.256700200+05:30,READ_ALL,2.2394,420.0,180.78
2025-11-14T13:08:45.256612200+05:30,READ_ALL,2.5587999999999997,2520.0,180.78
2025-11-14T13:08:45.256623500+05:30,READ_ALL,0.5467,912.0,180.78
2025-11-14T13:08:45.419902+05:30,READ_ALL,0.8416,-7128.0,180.78
2025-11-14T13:08:45.419901900+05:30,READ_ALL,1.2149,-8196.0,180.78
2025-11-14T13:08:45.454474900+05:30,READ_ALL,4.8961,-7048.0,180.78
2025-11-14T13:08:45.455594+05:30,READ_ALL,0.7697999999999999,452.0,180.78
2025-11-14T13:08:45.776786300+05:30,READ_ALL,1.3268,-3064.0,180.78
2025-11-14T13:08:45.894434100+05:30,READ_ALL,1.9492,-408.0,180.78
2025-11-14T13:08:45.894501600+05:30,READ_ALL,5.3713,-428.0,180.78
2025-11-14T13:08:45.894321+05:30,READ_ALL,5.4154,-836.0,180.78
2025-11-14T13:08:45.894516500+05:30,READ_ALL,4.982399999999999,1892.0,180.78
2025-11-14T13:08:45.894675400+05:30,READ_ALL,1.0083,1892.0,180.78
2025-11-14T13:08:45.894593500+05:30,READ_ALL,1.3403,1892.0,180.78
2025-11-14T13:08:45.896111300+05:30,READ_ALL,1.4079,-412.0,180.78
2025-11-14T13:08:45.894944900+05:30,READ_ALL,5.4415000000000004,1892.0,180.78
2025-11-14T13:08:45.994535700+05:30,READ_ALL,0.5515,-908.0,180.78
2025-11-14T13:08:46.100160400+05:30,READ_ALL,0.9668,5236.0,180.78
2025-11-14T13:08:46.246743900+05:30,READ_ALL,1.02,6408.0,180.78
2025-11-14T13:08:46.246550200+05:30,READ_ALL,1.2853999999999999,8696.0,180.78
2025-11-14T13:08:46.469130400+05:30,READ_ALL,0.7286,1224.0,180.78
2025-11-14T13:08:46.475946300+05:30,READ_ALL,0.8382,1256.0,180.78
2025-11-14T13:08:46.494582500+05:30,READ_ALL,0.7044,-348.0,180.78
2025-11-14T13:08:46.494286700+05:30,READ_ALL,11.2083,4596.0,180.78
2025-11-14T13:08:46.498227+05:30,READ_ALL,3.8362000000000003,-156.0,180.78
2025-11-14T13:08:46.498008700+05:30,READ_ALL,2.2075,572.0,180.78
2025-11-14T13:08:46.498556300+05:30,READ_ALL,2.3525,-328.0,180.78
2025-11-14T13:08:46.506765900+05:30,READ_ALL,3.9952,-1928.0,180.78
2025-11-14T13:08:46.763613200+05:30,READ_ALL,1.8519,2620.0,180.78
2025-11-14T13:08:46.776182900+05:30,READ_ALL,1.1188,-4544.0,180.78
2025-11-14T13:08:47.018193400+05:30,READ_ALL,2.0069,-2328.0,180.78
2025-11-14T13:08:47.018215+05:30,READ_ALL,1.5788,-1628.0,180.78
2025-11-14T13:08:47.018151800+05:30,READ_ALL,2.3045999999999998,-1628.0,180.78
2025-11-14T13:08:47.018332800+05:30,READ_ALL,1.2647,-2328.0,180.78
2025-11-14T13:08:47.018191200+05:30,READ_ALL,2.9036,-2328.0,180.78
2025-11-14T13:08:47.031345300+05:30,READ_ALL,1.0432,-760.0,180.78
2025-11-14T13:08:47.032244300+05:30,READ_ALL,2.2559,-760.0,180.78
2025-11-14T13:08:47.032255500+05:30,READ_ALL,1.4159000000000002,-760.0,180.78
2025-11-14T13:08:47.124787400+05:30,READ_ALL,1.9231,-3236.0,180.78
2025-11-14T13:08:47.242291300+05:30,READ_ALL,2.2578,944.0,180.78
2025-11-14T13:08:47.284324100+05:30,READ_ALL,0.8270000000000001,1048.0,180.78
2025-11-14T13:08:47.469519300+05:30,READ_ALL,10.0719,984.0,180.78
2025-11-14T13:08:47.500525+05:30,READ_ALL,1.1135,3692.0,180.78
